,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Rat,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
231,D.Kincaid,Buffalo Bills,2,2,24,0,2,-2,-1.0,26,13.0,-1.0,0,0,0,0.0,116.7,0,0,0,0,13,0,44.0,1229,New York Jets,1,Highmark,outdoors,turf,51,92,7,46,Rain
233,K.Shakir,Buffalo Bills,6,3,25,0,1,4,1.3,21,7.0,2.5,0,0,0,0.0,61.1,0,0,0,0,12,0,61.0,1229,New York Jets,1,Highmark,outdoors,turf,51,92,7,46,Rain
235,K.Coleman,Buffalo Bills,7,3,27,1,2,22,7.3,5,1.7,9.0,0,0,0,0.0,93.5,0,0,0,0,14,0,90.0,1229,New York Jets,1,Highmark,outdoors,turf,51,92,7,46,Rain
237,M.Hollins,Buffalo Bills,2,2,33,0,2,26,13.0,7,3.5,13.0,0,0,0,0.0,118.7,0,0,0,0,23,0,54.0,1229,New York Jets,1,Highmark,outdoors,turf,51,92,7,46,Rain
239,A.Cooper,Buffalo Bills,3,3,56,1,1,53,17.7,3,1.0,17.7,0,0,0,0.0,158.3,0,0,0,0,30,0,31.0,1229,New York Jets,1,Highmark,outdoors,turf,51,92,7,46,Rain
241,T.Shavers,Buffalo Bills,1,1,69,1,1,-2,-2.0,71,71.0,-2.0,0,0,0,0.0,158.3,0,0,0,0,69,0,14.0,1229,New York Jets,1,Highmark,outdoors,turf,51,92,7,46,Rain
243,R.Davis,Buffalo Bills,1,1,4,0,0,-7,-7.0,11,11.0,-7.0,0,0,0,0.0,83.3,6,9,0,4,4,0,23.0,1229,New York Jets,1,Highmark,outdoors,turf,51,92,7,46,Rain
245,T.Johnson,Buffalo Bills,1,1,9,0,1,3,3.0,6,6.0,3.0,0,0,0,0.0,104.2,4,16,0,8,9,0,30.0,1229,New York Jets,1,Highmark,outdoors,turf,51,92,7,46,Rain
247,J.Cook,Buffalo Bills,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15,53,1,8,0,0,46.0,1229,New York Jets,1,Highmark,outdoors,turf,51,92,7,46,Rain
249,J.Allen,Buffalo Bills,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,17,1,10,0,0,86.0,1229,New York Jets,1,Highmark,outdoors,turf,51,92,7,46,Rain
251,K.Yeboah,New York Jets,2,0,0,0,0,0,0,0,0,7.0,0,0,0,0.0,39.6,0,0,0,0,0,0,22.0,1229,Buffalo Bills,0,Highmark,outdoors,turf,51,92,7,46,Rain
253,A.Lazard,New York Jets,3,1,9,0,1,9,9.0,0,0.0,9.0,0,0,0,0.0,2.8,0,0,0,0,9,0,86.0,1229,Buffalo Bills,0,Highmark,outdoors,turf,51,92,7,46,Rain
255,D.Adams,New York Jets,8,5,47,0,1,13,2.6,34,6.8,1.8,0,0,0,0.0,39.1,0,0,0,0,22,0,76.0,1229,Buffalo Bills,0,Highmark,outdoors,turf,51,92,7,46,Rain
257,T.Conklin,New York Jets,8,8,57,1,3,12,1.5,45,5.6,1.5,0,0,0,0.0,135.9,0,0,0,0,20,0,84.0,1229,Buffalo Bills,0,Highmark,outdoors,turf,51,92,7,46,Rain
259,G.Wilson,New York Jets,8,7,66,1,4,42,6.0,24,3.4,6.8,0,0,0,0.0,140.6,0,0,0,0,28,1,83.0,1229,Buffalo Bills,0,Highmark,outdoors,turf,51,92,7,46,Rain
261,B.Allen,New York Jets,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,6,26,0,11,0,0,30.0,1229,Buffalo Bills,0,Highmark,outdoors,turf,51,92,7,46,Rain
263,I.Davis,New York Jets,1,1,8,0,0,-5,-5.0,13,13.0,-5.0,0,0,0,0.0,100.0,3,35,0,14,8,0,22.0,1229,Buffalo Bills,0,Highmark,outdoors,turf,51,92,7,46,Rain
265,B.Hall,New York Jets,1,1,8,0,0,-4,-4.0,12,12.0,-4.0,0,0,0,0.0,100.0,10,45,0,17,8,0,49.0,1229,Buffalo Bills,0,Highmark,outdoors,turf,51,92,7,46,Rain
267,B.Strange,Jacksonville Jaguars,1,0,0,0,0,0,0,0,0,4.0,0,0,0,0.0,39.6,0,0,0,0,0,0,72.0,1229,Tennessee Titans,1,EverBank,outdoors,grass,65,90,0,97,Rain
269,D.Duvernay,Jacksonville Jaguars,1,1,4,0,1,3,3.0,1,1.0,3.0,0,0,0,0.0,83.3,0,0,0,0,4,0,16.0,1229,Tennessee Titans,1,EverBank,outdoors,grass,65,90,0,97,Rain
271,D.Johnson,Jacksonville Jaguars,2,2,11,0,0,-7,-3.5,18,9.0,-3.5,0,0,0,0.0,89.6,0,0,0,0,8,0,12.0,1229,Tennessee Titans,1,EverBank,outdoors,grass,65,90,0,97,Rain
273,T.Jones,Jacksonville Jaguars,1,1,11,0,1,11,11.0,0,0.0,11.0,0,0,0,0.0,112.5,0,0,0,0,11,0,21.0,1229,Tennessee Titans,1,EverBank,outdoors,grass,65,90,0,97,Rain
275,P.Washington,Jacksonville Jaguars,3,3,31,1,2,23,7.7,8,2.7,7.7,0,0,0,0.0,149.3,0,0,0,0,24,0,83.0,1229,Tennessee Titans,1,EverBank,outdoors,grass,65,90,0,97,Rain
277,B.Thomas,Jacksonville Jaguars,10,7,91,1,4,45,6.4,46,6.6,7.8,0,0,0,0.0,131.7,1,18,0,18,31,0,84.0,1229,Tennessee Titans,1,EverBank,outdoors,grass,65,90,0,97,Rain
279,T.Bigsby,Jacksonville Jaguars,1,0,0,0,0,0,0,0,0,14.0,0,0,0,0.0,39.6,11,33,0,7,0,0,40.0,1229,Tennessee Titans,1,EverBank,outdoors,grass,65,90,0,97,Rain
281,T.Etienne,Jacksonville Jaguars,2,1,26,0,1,-2,-2.0,28,28.0,0.5,0,0,0,0.0,95.8,15,49,0,15,26,0,48.0,1229,Tennessee Titans,1,EverBank,outdoors,grass,65,90,0,97,Rain
283,J.Whyle,Tennessee Titans,1,0,0,0,0,0,0,0,0,20.0,0,0,0,0.0,39.6,0,0,0,0,0,0,12.0,1229,Jacksonville Jaguars,0,EverBank,outdoors,grass,65,90,0,97,Rain
285,N.Vannett,Tennessee Titans,1,1,8,1,1,4,4.0,4,4.0,4.0,0,0,0,0.0,139.6,0,0,0,0,8,0,19.0,1229,Jacksonville Jaguars,0,EverBank,outdoors,grass,65,90,0,97,Rain
287,T.Boyd,Tennessee Titans,4,2,14,0,1,7,3.5,7,3.5,7.0,0,0,0,0.0,58.3,0,0,0,0,7,0,75.0,1229,Jacksonville Jaguars,0,EverBank,outdoors,grass,65,90,0,97,Rain
289,N.Westbrook-Ikhine,Tennessee Titans,6,3,37,0,2,35,11.7,2,0.7,11.5,0,0,0,0.0,69.4,0,0,0,0,18,0,100.0,1229,Jacksonville Jaguars,0,EverBank,outdoors,grass,65,90,0,97,Rain
291,C.Ridley,Tennessee Titans,6,5,84,0,5,69,13.8,15,3.0,14.3,0,0,0,0.0,118.7,1,7,0,7,24,0,93.0,1229,Jacksonville Jaguars,0,EverBank,outdoors,grass,65,90,0,97,Rain
293,J.Chestnut,Tennessee Titans,1,0,0,0,0,0,0,0,0,4.0,0,0,0,0.0,0.0,3,17,0,9,0,0,36.0,1229,Jacksonville Jaguars,0,EverBank,outdoors,grass,65,90,0,97,Rain
295,C.Okonkwo,Tennessee Titans,7,5,42,0,2,27,5.4,15,3.0,7.9,0,0,0,0.0,86.6,1,17,0,17,18,0,74.0,1229,Jacksonville Jaguars,0,EverBank,outdoors,grass,65,90,0,97,Rain
297,T.Spears,Tennessee Titans,4,3,8,0,0,4,1.3,4,1.3,0.5,0,0,0,0.0,77.1,20,95,0,23,6,0,65.0,1229,Jacksonville Jaguars,0,EverBank,outdoors,grass,65,90,0,97,Rain
298,D.Thompson-Robinson,Cleveland Browns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1229,Miami Dolphins,1,Huntington Bank Field,outdoors,grass,61,76,9,71,Rain
299,T.Lance,Dallas Cowboys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,64,87,14,13,Mostly Cloudy
300,C.Rush,Dallas Cowboys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,64,87,14,13,Mostly Cloudy
301,T.Huntley,Miami Dolphins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Cleveland Browns,0,Huntington Bank Field,outdoors,grass,61,76,9,71,Rain
302,A.O'Connell,Las Vegas Raiders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,New Orleans Saints,0,Caesars Superdome,indoors,turf,61,84,9,0,Clear
303,J.Daniels,Washington Commanders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Atlanta Falcons,1,Northwest,outdoors,grass,58,93,7,85,Overcast
304,M.Penix,Atlanta Falcons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Washington Commanders,0,Northwest,outdoors,grass,58,93,7,85,Overcast
305,S.Darnold,Minnesota Vikings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Green Bay Packers,1,U.S. Bank,indoors,turf,37,95,6,9,Foggy
306,D.Lock,New York Giants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Indianapolis Colts,1,MetLife,outdoors,turf,54,93,0,10,Foggy
307,M.Rudolph,Tennessee Titans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Jacksonville Jaguars,0,EverBank,outdoors,grass,65,90,0,97,Rain
308,B.Mayfield,Tampa Bay Buccaneers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Carolina Panthers,1,Raymond James,outdoors,grass,76,86,6,72,Mostly Cloudy
309,K.Pickett,Philadelphia Eagles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Dallas Cowboys,1,Lincoln Financial Field,outdoors,grass,64,87,14,13,Mostly Cloudy
310,K.Trask,Tampa Bay Buccaneers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Carolina Panthers,1,Raymond James,outdoors,grass,76,86,6,72,Mostly Cloudy
311,R.Gilliam,Buffalo Bills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,New York Jets,1,Highmark,outdoors,turf,51,92,7,46,Rain
312,J.Flacco,Indianapolis Colts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1229,New York Giants,0,MetLife,outdoors,turf,54,93,0,10,Foggy
313,C.Collier,Las Vegas Raiders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,New Orleans Saints,0,Caesars Superdome,indoors,turf,61,84,9,0,Clear
314,M.Boone,Carolina Panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,76,86,6,72,Mostly Cloudy
315,B.Young,Carolina Panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,76,86,6,72,Mostly Cloudy
316,T.Taylor,New York Jets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Buffalo Bills,0,Highmark,outdoors,turf,51,92,7,46,Rain
317,M.Jones,Jacksonville Jaguars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Tennessee Titans,1,EverBank,outdoors,grass,65,90,0,97,Rain
318,J.Love,Green Bay Packers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Minnesota Vikings,0,U.S. Bank,indoors,turf,37,95,6,9,Foggy
319,M.Trubisky,Buffalo Bills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,New York Jets,1,Highmark,outdoors,turf,51,92,7,46,Rain
320,K.Johnson,Tampa Bay Buccaneers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Carolina Panthers,1,Raymond James,outdoors,grass,76,86,6,72,Mostly Cloudy
321,T.Davis-Price,Philadelphia Eagles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Dallas Cowboys,1,Lincoln Financial Field,outdoors,grass,64,87,14,13,Mostly Cloudy
322,T.McKee,Philadelphia Eagles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Dallas Cowboys,1,Lincoln Financial Field,outdoors,grass,64,87,14,13,Mostly Cloudy
323,S.Rattler,New Orleans Saints,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Las Vegas Raiders,1,Caesars Superdome,indoors,turf,61,84,9,0,Clear
324,R.Blackshear,Carolina Panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,76,86,6,72,Mostly Cloudy
325,A.Rodgers,New York Jets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1229,Buffalo Bills,0,Highmark,outdoors,turf,51,92,7,46,Rain
